datetime,open,high,low,close,volume
2025-01-01 09:15:00,1000.91,1001.09,999.67,1000.08,1123.0
2025-01-01 09:20:00,1000.08,1000.75,999.41,1000.68,19358.0
2025-01-01 09:25:00,1000.68,1001.69,1000.49,1001.44,4153.0
2025-01-01 09:30:00,1001.44,1001.56,999.85,999.87,12324.0
2025-01-01 09:35:00,999.87,1000.06,998.13,998.83,4447.0
2025-01-01 09:40:00,998.83,999.2,998.78,998.93,18727.0
2025-01-01 09:45:00,998.93,999.08,998.29,998.68,15028.0
2025-01-01 09:50:00,998.68,998.83,998.47,998.67,16282.0
2025-01-01 09:55:00,998.67,999.15,997.51,997.99,9209.0
2025-01-01 10:00:00,997.99,998.88,997.6,998.69,9880.0
2025-01-01 10:05:00,998.69,999.5,998.4,999.31,13051.0
2025-01-01 10:10:00,999.31,999.37,998.46,999.36,15910.0
2025-01-01 10:15:00,999.36,1000.46,999.04,1000.27,17092.0
2025-01-01 10:20:00,1000.27,1000.82,999.93,1000.64,1338.0
2025-01-01 10:25:00,1000.64,1000.91,999.59,999.95,13607.0
2025-01-01 10:30:00,999.95,1000.29,999.58,1000.25,3073.0
2025-01-01 10:35:00,1000.25,1000.42,999.33,999.48,6470.0
2025-01-01 10:40:00,999.48,1000.21,999.42,1000.18,16759.0
2025-01-01 10:45:00,1000.18,1000.86,1000.13,1000.14,5759.0
2025-01-01 10:50:00,1000.14,1000.72,999.73,1000.0,16139.0
2025-01-01 10:55:00,1000.0,1000.52,999.27,999.45,9797.0
2025-01-01 11:00:00,999.45,1000.83,999.27,1000.43,5420.0
2025-01-01 11:05:00,1000.43,1000.59,999.81,1000.3,7350.0
2025-01-01 11:10:00,1000.3,1000.67,999.45,999.96,11084.0
2025-01-01 11:15:00,999.96,1000.11,999.61,999.68,15537.0
2025-01-01 11:20:00,999.68,1000.63,999.05,1000.11,12514.0
2025-01-01 11:25:00,1000.11,1000.54,1000.04,1000.4,18731.0
2025-01-01 11:30:00,1000.4,1001.02,1000.35,1000.73,17487.0
2025-01-01 11:35:00,1000.73,1001.45,1000.61,1001.07,15313.0
2025-01-01 11:40:00,1001.07,1002.87,1000.55,1002.79,12459.0
2025-01-01 11:45:00,1002.79,1003.17,1002.38,1002.46,6507.0
2025-01-01 11:50:00,1002.46,1002.6,1001.89,1002.05,8838.0
2025-01-01 11:55:00,1002.05,1002.39,1000.96,1001.4,3258.0
2025-01-01 12:00:00,1001.4,1002.59,1001.23,1001.9,8109.0
2025-01-01 12:05:00,1001.9,1002.98,1001.28,1002.8,18602.0
2025-01-01 12:10:00,1002.8,1002.9,1002.64,1002.71,9091.0
2025-01-01 12:15:00,1002.71,1002.95,1001.54,1002.04,3160.0
2025-01-01 12:20:00,1002.04,1002.62,1000.83,1001.37,13386.0
2025-01-01 12:25:00,1001.37,1001.93,1000.71,1001.9,19289.0
2025-01-01 12:30:00,1001.9,1002.7,1001.21,1002.49,17482.0
2025-01-01 12:35:00,1002.49,1003.02,1002.42,1002.93,6207.0
2025-01-01 12:40:00,1002.93,1002.94,1002.24,1002.39,9624.0
2025-01-01 12:45:00,1002.39,1003.22,1001.81,1002.58,11089.0
2025-01-01 12:50:00,1002.58,1002.77,1002.14,1002.67,5708.0
2025-01-01 12:55:00,1002.67,1003.26,1002.31,1002.85,6105.0
2025-01-01 13:00:00,1002.85,1003.62,1002.59,1003.55,5496.0
2025-01-01 13:05:00,1003.55,1003.82,1003.39,1003.73,19897.0
2025-01-01 13:10:00,1003.73,1004.82,1003.73,1004.27,15174.0
2025-01-01 13:15:00,1004.27,1004.66,1004.21,1004.33,16976.0
2025-01-01 13:20:00,1004.33,1004.7,1004.19,1004.56,16514.0
2025-01-01 13:25:00,1004.56,1005.66,1003.99,1005.07,19223.0
2025-01-01 13:30:00,1005.07,1005.55,1003.86,1003.9,3000.0
2025-01-01 13:35:00,1003.9,1004.15,1003.38,1003.64,17751.0
2025-01-01 13:40:00,1003.64,1004.01,1002.44,1003.26,2264.0
2025-01-01 13:45:00,1003.26,1003.42,1002.73,1002.75,10032.0
2025-01-01 13:50:00,1002.75,1003.3,1002.19,1002.53,12294.0
2025-01-01 13:55:00,1002.53,1003.98,1002.04,1003.73,7799.0
2025-01-01 14:00:00,1003.73,1003.82,1002.68,1003.03,3777.0
2025-01-01 14:05:00,1003.03,1004.4,1002.9,1003.81,4653.0
2025-01-01 14:10:00,1003.81,1004.22,1002.09,1002.46,16668.0
2025-01-01 14:15:00,1002.46,1002.59,1001.66,1002.19,7055.0
2025-01-01 14:20:00,1002.19,1002.66,1002.18,1002.32,6896.0
2025-01-01 14:25:00,1002.32,1003.59,1002.13,1002.79,18543.0
2025-01-01 14:30:00,1002.79,1004.53,1002.66,1003.36,3733.0
2025-01-01 14:35:00,1003.36,1004.17,1002.96,1004.0,18390.0
2025-01-01 14:40:00,1004.0,1004.4,1003.5,1003.72,18498.0
2025-01-01 14:45:00,1003.72,1004.58,1002.81,1003.35,12372.0
2025-01-01 14:50:00,1003.35,1004.15,1003.29,1004.04,4145.0
2025-01-01 14:55:00,1004.04,1004.36,1003.6,1003.88,3961.0
2025-01-01 15:00:00,1003.88,1004.05,1002.77,1002.86,6409.0
2025-01-01 15:05:00,1002.86,1003.11,1001.85,1001.95,11970.0
2025-01-01 15:10:00,1001.95,1002.01,1001.14,1001.21,3918.0
2025-01-01 15:15:00,1001.21,1002.04,1000.78,1001.61,9657.0
2025-01-01 15:20:00,1001.61,1001.79,1001.58,1001.73,3194.0
2025-01-01 15:25:00,1001.73,1002.34,1001.64,1002.28,11265.0
2025-01-02 09:15:00,1001.48,1001.79,1001.21,1001.67,1401.0
2025-01-02 09:20:00,1001.67,1002.13,1000.92,1001.22,5672.0
2025-01-02 09:25:00,1001.22,1001.84,1001.11,1001.6,6974.0
2025-01-02 09:30:00,1001.6,1003.33,1001.52,1002.41,10866.0
2025-01-02 09:35:00,1002.41,1002.66,1001.97,1002.54,16910.0
2025-01-02 09:40:00,1002.54,1002.85,1002.0,1002.82,8294.0
2025-01-02 09:45:00,1002.82,1003.03,1002.79,1002.86,10388.0
2025-01-02 09:50:00,1002.86,1003.51,1002.32,1002.86,1791.0
2025-01-02 09:55:00,1002.86,1003.69,1002.24,1002.28,3201.0
2025-01-02 10:00:00,1002.28,1002.77,1001.95,1002.53,2062.0
2025-01-02 10:05:00,1002.53,1002.77,1002.22,1002.46,2369.0
2025-01-02 10:10:00,1002.46,1004.77,1001.86,1004.14,17501.0
2025-01-02 10:15:00,1004.14,1006.0,1003.78,1005.4,16997.0
2025-01-02 10:20:00,1005.4,1005.86,1005.26,1005.71,16615.0
2025-01-02 10:25:00,1005.71,1006.05,1004.78,1005.1,2055.0
2025-01-02 10:30:00,1005.1,1005.33,1003.51,1004.2,2475.0
2025-01-02 10:35:00,1004.2,1005.49,1003.65,1005.16,6331.0
2025-01-02 10:40:00,1005.16,1005.8,1005.0,1005.37,11740.0
2025-01-02 10:45:00,1005.37,1005.85,1004.95,1005.76,7348.0
2025-01-02 10:50:00,1005.76,1005.85,1004.17,1004.36,10263.0
2025-01-02 10:55:00,1004.36,1005.21,1004.3,1005.1,4286.0
2025-01-02 11:00:00,1005.1,1005.81,1004.37,1005.47,14884.0
2025-01-02 11:05:00,1005.47,1005.53,1004.2,1004.57,6963.0
2025-01-02 11:10:00,1004.57,1004.64,1003.95,1004.2,2264.0
2025-01-02 11:15:00,1004.2,1004.56,1003.98,1004.41,15111.0
2025-01-02 11:20:00,1004.41,1004.85,1003.98,1004.45,18152.0
2025-01-02 11:25:00,1004.45,1004.88,1003.95,1004.22,1278.0
2025-01-02 11:30:00,1004.22,1004.27,1003.96,1004.13,9296.0
2025-01-02 11:35:00,1004.13,1004.73,1003.85,1003.93,16716.0
2025-01-02 11:40:00,1003.93,1004.35,1003.8,1004.05,14417.0
2025-01-02 11:45:00,1004.05,1005.57,1003.91,1005.23,17274.0
2025-01-02 11:50:00,1005.23,1005.32,1002.64,1003.17,8888.0
2025-01-02 11:55:00,1003.17,1003.51,1002.85,1002.98,8072.0
2025-01-02 12:00:00,1002.98,1003.13,1002.39,1003.12,14474.0
2025-01-02 12:05:00,1003.12,1003.9,1002.7,1003.36,3918.0
2025-01-02 12:10:00,1003.36,1003.71,1002.93,1003.06,5549.0
2025-01-02 12:15:00,1003.06,1003.4,1001.21,1001.65,12415.0
2025-01-02 12:20:00,1001.65,1002.14,1001.5,1001.92,13700.0
2025-01-02 12:25:00,1001.92,1004.24,1001.86,1003.3,3273.0
2025-01-02 12:30:00,1003.3,1003.39,1001.93,1002.07,10657.0
2025-01-02 12:35:00,1002.07,1003.57,1001.29,1002.77,7933.0
2025-01-02 12:40:00,1002.77,1003.41,1001.67,1002.5,10533.0
2025-01-02 12:45:00,1002.5,1002.69,1002.42,1002.45,19210.0
2025-01-02 12:50:00,1002.45,1002.5,1001.54,1001.61,2455.0
2025-01-02 12:55:00,1001.61,1002.13,1000.91,1001.34,19913.0
2025-01-02 13:00:00,1001.34,1003.03,1001.0,1002.38,9541.0
2025-01-02 13:05:00,1002.38,1003.35,1002.25,1002.85,15669.0
2025-01-02 13:10:00,1002.85,1004.88,1002.84,1004.24,9064.0
2025-01-02 13:15:00,1004.24,1005.51,1004.11,1005.19,6908.0
2025-01-02 13:20:00,1005.19,1005.72,1004.85,1005.54,15641.0
2025-01-02 13:25:00,1005.54,1007.16,1004.9,1006.94,14065.0
2025-01-02 13:30:00,1006.94,1007.41,1006.11,1007.3,3737.0
2025-01-02 13:35:00,1007.3,1008.53,1006.85,1007.97,14402.0
2025-01-02 13:40:00,1007.97,1008.9,1007.54,1007.73,15308.0
2025-01-02 13:45:00,1007.73,1007.8,1007.61,1007.78,8368.0
2025-01-02 13:50:00,1007.78,1007.97,1006.44,1007.22,18587.0
2025-01-02 13:55:00,1007.22,1008.2,1006.77,1008.02,13176.0
2025-01-02 14:00:00,1008.02,1008.3,1006.68,1007.07,7338.0
2025-01-02 14:05:00,1007.07,1007.75,1006.93,1007.7,1203.0
2025-01-02 14:10:00,1007.7,1008.0,1007.38,1007.54,13824.0
2025-01-02 14:15:00,1007.54,1008.58,1007.43,1008.49,4972.0
2025-01-02 14:20:00,1008.49,1009.31,1008.41,1009.09,15374.0
2025-01-02 14:25:00,1009.09,1010.85,1008.84,1010.56,10976.0
2025-01-02 14:30:00,1010.56,1011.23,1010.43,1011.15,9867.0
2025-01-02 14:35:00,1011.15,1011.23,1009.45,1009.88,4111.0
2025-01-02 14:40:00,1009.88,1010.22,1009.37,1009.83,14518.0
2025-01-02 14:45:00,1009.83,1009.99,1008.88,1008.88,4152.0
2025-01-02 14:50:00,1008.88,1009.09,1007.42,1008.47,8937.0
2025-01-02 14:55:00,1008.47,1009.79,1008.38,1009.69,16889.0
2025-01-02 15:00:00,1009.69,1010.25,1009.11,1010.2,18486.0
2025-01-02 15:05:00,1010.2,1010.54,1009.6,1009.64,19793.0
2025-01-02 15:10:00,1009.64,1010.44,1008.58,1008.82,19202.0
2025-01-02 15:15:00,1008.82,1009.37,1008.79,1008.84,11563.0
2025-01-02 15:20:00,1008.84,1009.44,1007.79,1007.86,4809.0
